36,TEL. 0289305836,5432,5,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,5432 36,VIA SAPONARO MICHELE, 36,CENTRO EDUCATIVO "LO SCRIGNO",LO SCRIGNO SOCIETA' COOPERATIVA SOCIALE ONLUS,segreteria@lo-scrigno.org,169,126,295,SERVIZI PUBBLICI ESISTENTI,GIOVANI,12,12 - CENTRO EDUCATIVO "LO SCRIGNO" - VIA SAPONARO MICHELE, 36
9,TEL. 024156696,6687,6,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,6687 9,VIA MURIALDO PADRE LEONARDO, 9,CENTRO DIURNO EDUCATIVO PASPARTU',COOPERATIVA AZIONE SOLIDALE A.R.L.,mail@azionesolidale.com,4,160,164,SERVIZI PUBBLICI ESISTENTI,GIOVANI,13,13 - CENTRO DIURNO EDUCATIVO PASPARTU' - VIA MURIALDO PADRE LEONARDO, 9
65,TEL. 0248300093,6318,6,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,6318 65,VIA ZURIGO, 65,CENTRO EDUCATIVO CRETA,COOPERATIVA AZIONE SOLIDALE A.R.L.,mail@azionesolidale.com,89,135,224,SERVIZI PUBBLICI ESISTENTI,GIOVANI,14,14 - CENTRO EDUCATIVO CRETA - VIA ZURIGO, 65
6,TEL. 02425619,5387,6,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,5387 6,VIA BELLINI GENTILE, 6,CENTRO DIURNO GIAMBELLINO,COOPERATIVA SOCIALE COMUNITA' DEL GIAMBELLINO,giambellino@giambellino.org,86,275,361,SERVIZI PUBBLICI ESISTENTI,GIOVANI,15,15 - CENTRO DIURNO GIAMBELLINO - VIA BELLINI GENTILE, 6
35,TEL. 02475266,5134,6,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,5134 35,VIA VIGNOLI TITO, 35,CENTRO DIURNO PER MINORI "CENTRO IRDA",GRUPPO DI VOLONTARIATO VINCENZIANO A.I.C. ITALIA GRUPPO CITTADINE DI MILANO,areaservizi@gvv.milano.it,30,34,64,SERVIZI PUBBLICI ESISTENTI,GIOVANI,16,16 - CENTRO DIURNO PER MINORI "CENTRO IRDA" - VIA VIGNOLI TITO, 35
5,TEL. 0248204759,6084,7,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,6084 5,VIA LAMENNAIS F.R., 5,. LAMENNAIS,COMUNE DI MILANO,ACZ SettZona7/ComuneMI/IT,60,168,228,SERVIZI PUBBLICI ESISTENTI,GIOVANI,17,17 - . LAMENNAIS - VIA LAMENNAIS F.R., 5
179,TEL. 024042272 - 40071392,6643,7,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,6643 179,VIA DELLE FORZE ARMATE, 179,. CENTRO PER GIOVANI,ASSOCIAZIONE COMUNITA' NUOVA,info@comunitanuova.it,900,153,1053,SERVIZI PUBBLICI ESISTENTI,GIOVANI,18,18 - . CENTRO PER GIOVANI - VIA DELLE FORZE ARMATE, 179
2,TEL. 0247995575,6827,7,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,6827 2,VIA DEI LARICI, 2,CENTRO DIURNO EDUCATIVO OLMI,COOPERATIVA AZIONE SOLIDALE A.R.L.,mail@azionesolidale.com,67,221,288,SERVIZI PUBBLICI ESISTENTI,GIOVANI,19,19 - CENTRO DIURNO EDUCATIVO OLMI - VIA DEI LARICI, 2
12,TEL. 0233000897,7273,8,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,7273 12,PZA VILLAPIZZONE, 12,. PROGETTO POLIEDRO,SAN MARTINO ONLUS CCOPERATIVA SOCIALE A.R.L. ONLUS,info@coopsmartino.it,18,178,196,SERVIZI PUBBLICI ESISTENTI,GIOVANI,22,22 - . PROGETTO POLIEDRO - PZA VILLAPIZZONE, 12
12,TEL. 0266203424,1651,9,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,1651 12,VIA ACERBI ENRICO, 12,CENTRO EDUCATIVO "ABELIA",FONDAZIONE AQUILONE,info@fondazioneaquilone.org,33,380,413,SERVIZI PUBBLICI ESISTENTI,GIOVANI,23,23 - CENTRO EDUCATIVO "ABELIA" - VIA ACERBI ENRICO, 12
78,TEL. 0266809434,1337,9,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,1337 78,VIA VEGLIA, 78,. "SUORE MARCELLINE",FONDAZIONE ANNA MARIA SALA,cag.marcelline@libero.it,20,177,197,SERVIZI PUBBLICI ESISTENTI,GIOVANI,24,24 - . "SUORE MARCELLINE" - VIA VEGLIA, 78
14,,1533,9,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,1533 14,VIA TERRUGGIA GIOVANNI, 14,CENTRO CONSULTAZIONE PSICO-PEDAGOGICO DELLA CASA DI REDENZIONE,CASA DI REDENZIONE SOCIALE ONLUS DELLA COMPAGNIA DI SAN PAOLO,info@villaclerici.it,0,0,0,SERVIZI PUBBLICI ESISTENTI,GIOVANI,25,25 - CENTRO CONSULTAZIONE PSICO-PEDAGOGICO DELLA CASA DI REDENZIONE - VIA TERRUGGIA GIOVANNI, 14
11,,1647,9,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,1647 11,PZA GASPARRI PIETRO, 11,"IL SENTIERO",PARROCCHIA DI SAN BERNARDO,026455154@iol.it,80,132,212,SERVIZI PUBBLICI ESISTENTI,GIOVANI,26,26 - "IL SENTIERO" - PZA GASPARRI PIETRO, 11
9,,1093,9,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,1093 9,VIA CIRIE', 9,. "CIRIE'",COMUNE DI MILANO,ACZ SettZona9CAGCirie/ComuneMI/IT,0,65,65,SERVIZI PUBBLICI ESISTENTI,GIOVANI,27,27 - . "CIRIE'" - VIA CIRIE', 9
52,,6333,7,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,6333 52,VIA QUINTO ROMANO, 52,QR52,GRUPPO DI VOLONTARIATO VINCENZIANO A.I.C. ITALIA GRUPPO CITTADINE DI MILANO,areaservizi@gvv.milano.it,50,65,115,SERVIZI PUBBLICI ESISTENTI,GIOVANI,20,20 - QR52 - VIA QUINTO ROMANO, 52
10,,4186,4,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,4186 10,VIA BRIZI EUGENIO, 10,LA CASA DI SAM,MARTINENGO SOCIETA' COOPERATIVA SOLIDALE A.R.L.,lacasadisam@gmail.com,0,0,0,SERVIZI PUBBLICI ESISTENTI,GIOVANI,11,11 - LA CASA DI SAM - VIA BRIZI EUGENIO, 10
75,,6624,7,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,6624 75,VIA NOVARA, 75,. NOVARA 75,,,0,0,0,SERVIZI PUBBLICI PROGRAMMATI,GIOVANI,21,21 - . NOVARA 75 - VIA NOVARA, 75
23,,1286,9,SERVIZI SOCIALI,CENTRI SOCIALI E AGGREGATIVI,CENTRI AGGREGAZIONE GIOVANILE,,1286 23,VIA GUERZONI 23,L'AMICO CHARLY,L'AMICO CHARLY,,0,0,0,SERVIZI PUBBLICI ESISTENTI,GIOVANI,28,28 - L'AMICO CHARLY - VIA GUERZONI 23
