237,7,,1515319.57001,5035571.49989,FONDAZIONE CALDERARA,CULTURA,MUSEI,MUSEI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,026555463,,,WWW.FONDAZIONECALDERARA.IT,,PZA CAVOUR 7,237 7,1,11
1,21,,1514848.8063,5034621.9917,OSSERVATORIO METEOROLOGICO DEL DUOMO,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,,IN ESERCIZIO,0286463736,,INFO@METEODUOMO.IT,WWW.METEODUOMO.IT,,PZA DEL DUOMO 21,1 21,1,12
201,5,,1514808.56,5034874.53381,FONDAZIONE NICOLA TRUSSARDI,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,028068821,0280688281,,,,PZA DELLA SCALA 5,201 5,1,13
1,12,,1514965.53001,5034439.67,PALAZZO REALE,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,,IN ESERCIZIO,0288451,,,,,PZA DEL DUOMO 12,1 12,1,14
1,14,,1514996.84701,5034477.71701,MUSEO DEL DUOMO DI MILANO,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PRIVATI ESISTENTI,,,,,IN RISTRUTTURAZIONE,02860358,,,WWW.DUOMOMILANO.IT,,PZA DEL DUOMO 14,1 14,1,15
238,63,,1516038.1065,5035692.0219,CASA DEL PANE,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0274281344,0220402841,COMUNICAZIONE@CASADELPANE.NET,WWW.CASADELPANE.NET,,CSO VENEZIA 63,238 63,1,16
572,2,,1514570.2047,5034492.7941,PINACOTECA AMBROSIANA,CULTURA,MUSEI,MUSEI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,02806921,0280692210,INFO@AMBROSIANA.IT,WWW.AMBROSIANA.COM,,PZA PIO XI 2,572 2,1,17
6234,3,,1512450.71001,5034359.086,CASA DELL'ENERGIA,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,A2A,PRIVATA,A2A,,IN ESERCIZIO,0277203145,0277203894,SPAZICAE@A2A.EU,WWW.CASADELLENERGIA.IT,,PZA PO' 3,6234 3,7,18
643,15,,1513792.16301,5034446.27202,MUSEO BASILICA DI SANT'AMBROGIO,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0286450895,,,,,PZA SANT' AMBROGIO 15,643 15,1,19
6164,2,,1513368.319,5034773.71499,CENACOLO VINCIANO,CULTURA,MUSEI,MUSEI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0289421146,,,WWW.CENACOLOVINCIANO.ORG,,PZA SANTA MARIA DELLE GRAZIE 2,6164 2,1,20
5186,1,,1514167.80601,5033427.45301,CAPPELLA PORTINARI,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0289402671,,,,,PZA SANT' EUSTORGIO 1,5186 1,1,21
5186,3,,1514175.62701,5033428.354,MUSEO SANT' EUSTORGIO,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0289402671,,,WWW.SANTEUSTORGIO.IT,,PZA SANT' EUSTORGIO 3,5186 3,1,22
3180,5,,1516327.98019,5035083.19109,MUSEO BENI CULTURALI CAPPUCCINI,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0277122321,0277122328,MASTER@BCCMUSEUM.ORG,WWW.BCCMUSEUM.ORG,,VIA KRAMER ANTONIO 5,3180 5,3,23
3056,4,,1515975.8689,5034177.83461,ROTONDA DELLA BESANA,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,025455047,,,,,VIA BESANA ENRICO 4,3056 4,1,24
6385,94,,1511384.807,5035813.69099,MUSEO POPOLI E CULTURE,CULTURA,MUSEI,MUSEI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,02438201,024695193,MUSEO@PIMEMILANO.COM,WWW.PIMEMILANO.ORG,,VIA BIANCHI MOSE' 94,6385 94,7,25
139,23,,1514863.1679,5035449.2467,MUSEO DEL RISORGIMENTO,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0288465933,,MUSEICENTRO.INFO@COMUNE.MILANO.IT,WWW.MUSEIDELCENTRO.MI.IT,,VIA BORGONUOVO 23,139 23,1,26
122,28,,1514697.15561,5035450.18718,MUSEO ASTRONOMICO DI BRERA,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,,,,,,VIA BRERA 28,122 28,1,27
122,28,,1514697.15561,5035450.18718,ORTO BOTANICO,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,0289010419,,,,,VIA BRERA 28,122 28,1,28
122,28,,1514697.15561,5035450.18718,OSSERVATORIO DI BRERA,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,028057309,,,,,VIA BRERA 28,122 28,1,29
122,28,,1514697.15561,5035450.18718,PINACOTECA DI BRERA,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,02722631,0272001140,BRERA.ARTIMI@ARTI.BENICULTURALI.IT,WWW.BRERA.BENICULTURALI.IT,,VIA BRERA 28,122 28,1,30
1051,5,,1515201.8999,5035643.07029,STUDIO MUSEO ERNESTO TRECCANI,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,02657267,02657267,MUSEOTRECCANI@FONDAZIONECORRENTE.IT,WWW.FONDAZIONE.CORRENTE.ORG,,VIA PORTA CARLO 5,1051 5,1,31
2209,26,,1518277.29219,5035962.70059,MUSEO DIDATTICO DI ZOOLOGIA,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,0250314736,0250314737,,,,VIA CELORIA GIOVANNI 26,2209 26,3,32
7184,39,,1512934.20041,5037139.69039,MUSEO DELL'ACQUA,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,02341523,,,,,VIA CENISIO 39,7184 39,8,33
1627,1,,1517104.62461,5040744.73839,HANGAR BICOCCA,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,02853531764,0285354364,INFO@HANGARBICOCCA.IT,WWW.HANGARBICOCCA.IT,CIVICO REALE E' IL 2 DI VIA CHIESE,VIA CHIESE 1,1627 1,9,34
574,17,,1514051.42899,5033856.64299,PARCO ANFITEATRO E ANTIQUARIUM ALDA LEVI,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,,IN ESERCIZIO,0289400555,0289404430,,,,VIA DE AMICIS EDMONDO 17,574 17,1,35
571,20,,1514504.04761,5034473.0579,MUSEO MANGINI BONOMI-FONDAZIONE EMILIO MANGINI,CULTURA,MUSEI,MUSEI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0286451455,0286451493,,WWW.MUSEOMANGINIBONOMI.IT,,VIA DELL' AMBROSIANA 20,571 20,1,36
1053,34,,1515310.15181,5035941.14491,SOCIETA' BELLE ARTI ED ESPOSIZIONE PERMANENTE,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,026599803,026590840,PERMANENTE@TIN.IT,WWW.LAPERMANENTE-MILANO.IT,,VIA TURATI FILIPPO 34,1053 34,1,37
3187,36,,1516526.1809,5033731.80939,FONDAZIONE PRADA,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,FONDAZIONE PRADA,PRIVATA,,,IN ESERCIZIO,0254192230,,,WWW.FONDAZIONEPRADA.ORG,,VIA FOGAZZARO ANTONIO 36,3187 36,4,38
7098,2,,1514177.388,5035621.85,ACQUARIO E STAZIONE IDROBIOLOGICA,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,,IN ESERCIZIO,0288465750,,,WWW.COMUNE.MILANO.IT,,VLE GADIO GEROLAMO 2,7098 2,1,39
3084,6,,1516333.67181,5034866.59461,SPAZIO GUICCIARDINI,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PUBBLICI ESISTENTI,PROVINCIA DI MILANO,PUBBLICA,PROVINCIA DI MILANO,,IN ESERCIZIO,0277406315,,,WWW.PROVINCIA.MILANO.IT,,VIA GUICCIARDINI FRANCESCO 6,3084 6,4,40
1543,45,,1512842.04601,5040922.65589,MUSEO PAOLO PINI,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,0264445325,,,,,VIA IPPOCRATE 45,1543 45,9,41
2154,15,,1516562.29882,5036189.11071,CASA MUSEO BOSCHI - DI STEFANO,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,0220240568,0288463650,,WWW.FONDAZIONEBOSCHIDISTEFANO.IT,,VIA JAN GIORGIO 15,2154 15,3,42
7271,31,,1512000.73737,5038787.15577,TRIENNALE BOVISA,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,,,,WWW.TRIENNALEBOVISA.IT,,VIA LAMBRUSCHINI RAFFAELE 31,7271 31,9,43
1052,21,,1515384.756,5035725.24021,SPAZIO KRIZIA,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,,,,,,VIA MANIN DANIELE 21,1052 21,1,44
1052,2,,1515402.19971,5035720.89579,MUSEO DEL CINEMA,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,026554977,,,WWW.CINETECAMILANO.IT,,VIA MANIN DANIELE 2,1052 2,1,45
230,12,,1514982.80861,5035044.2101,MUSEO POLDI PEZZOLI,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,02794889,0245473811,INFO@MUSEOPOLDIPEZZOLI.ORG,WWW.MUSEOPOLDIPEZZOLI.IT,,VIA MANZONI ALESSANDRO 12,230 12,1,46
7211,35,,1513648.6439,5036822.67189,MUSEO DEI POMPIERI,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,023190354,,,,,VIA MESSINA 35,7211 35,8,47
219,18,,1515209.01741,5035110.95019,MUSEO DEL RASOIO,CULTURA,MUSEI,MUSEI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0276022848,,,,,VIA MONTE NAPOLEONE 18,219 18,1,48
200,1,,1515046.60061,5034963.58971,MUSEO CASA MANZONI,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0286460403,,MANZONI@ENERGY.IT,WWW.MUSEIDELCENTRO.MI.IT,,VIA MORONE GEROLAMO 1,200 1,1,49
3039,14,,1515818.65379,5035079.89739,VILLA NECCHI CAMPIGLIO,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0276340121,0276395526,FAINECCHI@FONOAMBIENTE.IT,WWW.FONDOAMBIENTE.IT,,VIA MOZART WOLFANGO 14,3039 14,1,50
1025,11,,1514494.3135,5035784.71029,FONDAZIONE LUCIANO MINGUZZI,CULTURA,MUSEI,MUSEI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,028690180,028690174,MUSEOMINGUZZI@TISCALINET.IT,WWW.LUCIANOMINGUZZI.IT,,VIA PALERMO 11,1025 11,1,51
2102,16,,1515652.53459,5035510.9693,GALLERIA D'ARTE MODERNA,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0276002819,,,,,VIA PALESTRO 16,2102 16,1,52
2102,12,,1515583.1352,5035526.15381,PAC PADIGLIONE D'ARTE CONTEMPORANEA,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0276009085,,,,,VIA PALESTRO 12,2102 12,1,53
6513,5,,1509827.23299,5036136.966,INTER E MILAN MUSEUM,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,024042432,,,,,VIA DEI PICCOLOMINI 5,6513 5,7,54
2674,56,,1519417.83411,5035776.15429,MUSEO DEL GIOCATTOLO E DEL BAMBINO,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0226411585,0226411585,MUSEODELGIOCATTOLO@TIN.IT,WWW.MUSEODELGIOCATTOLO.IT,,VIA PITTERI RICCARDO 56,2674 56,3,55
7204,4,,1513741.47731,5036754.342,FABBRICA DEL VAPORE,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,,,INFO@FABBRICADELVAPORE.ORG,WWW.FABBRICADELVAPORE.ORG,,VIA PROCACCINI GIULIO CESARE 4,7204 4,8,56
647,21,,1513368.45401,5034404.73,MUSEO DELLA SCIENZA E DELLA TECNOLOGIA L DA VINCI,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,0248555200,0248010016,INFO@MUSEOSCIENZA.IT,WWW.MUSEOSCIENZA.ORG,,VIA SAN VITTORE 21,647 21,1,57
647,21,,1513368.45401,5034404.73,CIVICO MUSEO NAVALE DIDATTICO,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,024817270,,,,,VIA SAN VITTORE 21,647 21,1,58
1202,95,,1516754.15162,5038266.3188,FONDAZIONE CINETECA ITALIANA ONLUS,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0287393354,,,,,VIA SAMMARTINI GIOVANNI BATTISTA 95,1202 95,2,59
1036,40,,1514808.13849,5036123.08859,MUSEO DEI NAVIGLI,CULTURA,MUSEI,MUSEI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0229001068,,,,,VIA SAN MARCO 40,1036 40,1,60
513,4A,,1514223.49871,5034185.1725,STUDIO FRANCESCO MESSINA,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,0286453005,,,,,VIA SAN SISTO 4A,513 4A,1,61
222,6,,1515369.82861,5035051.33758,MUSEO DI STORIA CONTEMPORANEA,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0288465933,,MUSEICENTRO.INFO@COMUNE.MILANO.IT,WWW.MUSEIDELCENTRO.MI.IT,,VIA SANT' ANDREA 6,222 6,1,62
222,6,,1515369.82861,5035051.33758,MUSEO DI MILANO,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0276006245,,MUSEICENTRO.INFO@COMUNE.MILANO.IT,WWW.MUSEIDELCENTRO.MI.IT,,VIA SANT' ANDREA 6,222 6,1,63
228,10,,1515239.82189,5035184.6861,MUSEO BAGATTI VALSECCHI,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0276006132,0276014859,INFO@MUSEOBAGATTIVALSECCHI.ORG,WWW.MUSEOBAGATTIVALSECCHI.ORG,,VIA SANTO SPIRITO 10,228 10,1,64
5135,36,,1512485.588,5033377.65899,FONDAZIONE ARNALDO POMODORO,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0289075395,,,WWW.FONDAZIONEARNALDOPOMODORO.IT,,VIA STENDHAL ENRICO 36,5135 36,6,65
236,10,,1515515.52499,5035211.2875,ARCHIVIO DI STATO,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,STATO,PUBBLICA,STATO,,IN ESERCIZIO,027742161,02774216230,AS-MI@BENICULTURALI.IT,HTTP://ARCHIVIODISTATOMILANO.IT,,VIA SENATO 10,236 10,1,66
724,4,,1514292.98739,5035227.2811,MUSEO DEL COLLEZIONISTA D'ARTE - SCIENZA E ARTE,CULTURA,MUSEI,MUSEI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0272022488,,,,,VIA SELLA QUINTINO 4,724 4,1,67
1533,14,,1514803.072,5040467.37151,VILLA CLERICI - GALLERIA ARTE SACRA CONTEMPORANEI,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,026470066,0266103051,INFO@VILLACLERICI.IT,WWW.VILLACLERICI.IT,,VIA TERRUGGIA GIOVANNI 14,1533 14,9,68
5124,54,,1512736.028,5033175.71701,CITTA' DELLE CULTURE - SPAZIO ANSALDO,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,,,,,,VIA TORTONA 54,5124 54,6,69
3231,7,,1518500.57078,5035634.59568,ORTO BOTANICO DIDATTICO SPERIMENTALE CASCINA ROSA,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,,,,,,VIA VANZETTI AUGUSTO 7,3231 7,3,70
2107,2,,1515969.1976,5035800.5253,SPAZIO OBERDAN - FONDAZIONE CINETECA ITALIANA,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,PROVINCIA DI MILANO,PUBBLICA,PROVINCIA DI MILANO,,IN ESERCIZIO,0277406300,0277406380,CULTURA@PROVINCIA.MILANO.IT,WWW.PROVINCIA.MILANO.IT,,VLE VITTORIO VENETO 2,2107 2,3,71
5292,5,,1512083.512,5032336.938,ART SPAZIO ESPOSITIVO POLIFUNZIONALE,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0289155564,,,,,VIA WATT GIACOMO 5,5292 5,6,72
7106,6,,1513595.091,5035443.76501,LA TRIENNALE DI MILANO - FONDAZIONE,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,02724341,,INFO@TRIENNALE.IT,HTTP://TRIENNALE.WAYLOG.IT,,VLE ALEMAGNA EMILIO 6,7106 6,1,73
7106,6,,1513595.091,5035443.76501,LA TRIENNALE DI MILANO DESIGN MUSEUM,CULTURA,MUSEI,MUSEI PRIVATI,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,02724341,0289010693,INFO@TRIENNALE.IT,WWW.TRIENNALEDESIGNMUSEUM.IT,,VLE ALEMAGNA EMILIO 6,7106 6,1,74
4046,22,,1515771.6159,5033071.53269,MUSEI DI PORTA ROMANA-GALLERIA ARTEUTOPIA,CULTURA,MUSEI,MUSEI,SERVIZI PRIVATI ESISTENTI,,,,,IN ESERCIZIO,0258304208,,,,,VLE SABOTINO 22,4046 22,5,75
546,2,,1514716.91068,5034608.59941,PALAZZO DELLA RAGIONE,CULTURA,SEDI ESPOSITIVE,SEDI ESPOSITIVE,SERVIZI PUBBLICI ESISTENTI,,,,,IN ESERCIZIO,,,,,,PZA DEI MERCANTI 2,546 2,1,76
5124,54,,1512736.028,5033175.71701,CENTRO STUDI ARTI VISIVE BIBLIOTECA DELL'IMMAGINE,CULTURA,MUSEI,MUSEI IN INCUBATORE,SERVIZI PUBBLICI PROGRAMMATI,COMUNE DI MILANO,,,,IN PROGRAMMAZIONE,,,,,,VIA TORTONA 54,5124 54,6,77
704,SNC,,1514118.55692,5035170.20154,CIVICO MEDAGLIERE,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0286995146,,,WWW.MILANOCASTELLO.IT,,PZA CASTELLO SNC,704 SNC,1,78
704,SNC,,1514118.55692,5035170.20154,ERV - ENTE RACCOLTA VINCIANA,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0288463688,,,WWW.ERV.IT,,PZA CASTELLO SNC,704 SNC,1,79
704,SNC,,1514118.55692,5035170.20154,CIVICO GABINETTO DEI DISEGNI,CULTURA,MUSEI,ISTITUTI CULTURALI E MONUMENTI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,,,,,,PZA CASTELLO SNC,704 SNC,1,80
704,SNC,,1514118.55692,5035170.20154,MUSEO D'ARTE ANTICA,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0288463731,,,WWW.MILANOCASTELLO.IT,,PZA CASTELLO SNC,704 SNC,1,81
704,SNC,,1514118.55692,5035170.20154,MUSEO DEGLI STRUMENTI MUSICALI,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0288463700,,,,,PZA CASTELLO SNC,704 SNC,1,82
704,SNC,,1514118.55692,5035170.20154,MUSEO DELLA PREISTORIA E PROTOSTORIA,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,0288463702,0286452796,,WWW.MILANOCASTELLO.IT,,PZA CASTELLO SNC,704 SNC,1,83
704,SNC,,1514118.55692,5035170.20154,MUSEO DELLE ARTI DECORATIVE,CULTURA,MUSEI,MUSEI,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNE DI MILANO,GESTIONE DIRETTA,IN ESERCIZIO,,,,,,PZA CASTELLO SNC,704 SNC,1,84
